"close_lastclose_ratio","volume_ma5_ratio","close_ma30_ratio","close_ma60_ratio","volume_ma60_ratio","b_upper5_ratio","ema5_ratio","aroonup5_ratio","aroonosc5_ratio","ppo5_ratio"
-0.0249842866,-0.0804437641,0.003458667,-0.2220547219,-0.1695098917,0.0704980523,0.1316183071,0,0.0416666667,0.0496901618
0.0750983994,-0.0686855141,0.0543962721,-0.1822199315,-0.1628719033,0.0423088629,0.1739430259,-0.04,-0.0333333333,0.0273003698
-0.1493269331,-0.1003942464,-0.0188304917,-0.2182870434,-0.1793390927,-0.0693934008,-0.056730305,-0.05,-0.0833333333,-0.0020332587
-0.3525126689,0.430707636,-0.2057411596,-0.3190033069,0.1603115741,0.240705282,-0.4402740965,-0.0666666667,-0.4166666667,-0.0115291469
-0.440084663,0.7856866244,-0.429173941,-0.4448686993,0.6865783319,0.2120315388,-0.790009146,-0.1,0.0555555556,-0.0448043825
0.1340113502,-0.1445316107,-0.3294885315,-0.3866316402,-0.0340592641,-0.1586988924,-0.3884456681,-0.2,0,0.0339676859
0.1856856857,-0.1908009036,-0.207282737,-0.3129937947,-0.0580180122,-0.4205287837,-0.0525074274,0,-0.0416666667,0.0164644898
0,-0.3099777105,-0.192115722,-0.2997314556,-0.1575552043,-0.4684765388,-0.0350465257,0,-0.0555555556,0.0061525247
-0.2091990571,-0.2291641676,-0.2958970727,-0.3535860848,-0.1192704631,-0.1858360244,-0.2624258615,0,-0.0833333333,-7.0296929977556E-05
0.0531624408,0.1387895444,-0.2505385586,-0.323839819,0.0033367373,-0.0460451542,-0.1158768306,0,-0.1666666667,-0.0082981816
0.7147455464,0.345903525,0.1689330962,-0.0848597346,0.1878430694,0.7062299943,0.7362580176,1,-0.8333333333,-0.0176485497
-0.3009780208,-0.0241245692,-0.0065809112,-0.1799954082,-0.0391639478,0.0902646299,0.1270751771,0,-0.0666666667,-0.0366576274
-0.0770431786,-0.2543892708,-0.0461030823,-0.1968051584,-0.1901419982,0.0358470613,-0.0042043089,-0.04,0,0.056513221
0.0775063641,-0.1607559488,0.0015202856,-0.1608828373,-0.1315291714,-0.0198416754,0.0858838617,-0.05,0,0.0206064971
-0.2311295359,-0.0907116993,-0.1417709199,-0.2269563442,-0.1077204753,-0.0822422622,-0.2084007342,-0.0666666667,-0.0555555556,-6.00046185973643E-05
0.0784496464,-0.063838724,-0.1056886148,-0.1918890585,-0.1545285504,-0.3629430603,-0.0506570726,-0.1,-0.0833333333,-0.0172803905
0.493842633,0.3432320658,0.1629266372,-0.0203313445,0.0688641869,0.3901126857,0.5300837795,-0.2,-1,0.0048232184
0.4005247966,0.6187583387,0.3960265692,0.1240224054,0.4618420559,0.6763141631,0.8184456965,1,-0.2,0.0264458841
-0.1942281264,-0.1660057224,0.273536687,0.0573521534,-0.0857271975,0.2020444577,0.3053648805,-0.04,0,0.0017809151
0.1725492223,-0.1232360635,0.3719280807,0.1198069443,-0.0434490046,0.1124182501,0.4023655634,0.05,0.3333333333,0.0138924684
-0.1702702703,-0.1814198352,0.2672799285,0.062918949,-0.0779542006,-0.2920082586,0.0674468019,-0.04,0,0.0130478634
0.0492997778,-0.3105559095,0.2964352362,0.0836648337,-0.2072498202,-0.091117064,0.101490019,-0.05,0,-0.0006800117
-0.1718918919,-0.0829041146,0.1799270328,0.0260733428,-0.1555252814,-0.0595884461,-0.1301202723,-0.0666666667,-0.3333333333,-0.0088363873
0.1493269331,0.0700204336,0.257404537,0.0817599771,-0.0794420011,0.0054271821,0.0828901123,-0.1,0.0555555556,-0.0061215074
0.3198370126,0.5904917183,0.4308282426,0.1960427967,0.3129099598,0.2144634795,0.4225696406,0.8,-0.2083333333,-0.0120941357
0.0240072475,0.0736824496,0.43103754,0.2065632475,0.0229378413,0.2051750732,0.3070443475,-0.04,0,-0.0094129951
-0.0958504973,-0.1439181059,0.3554199701,0.1735574156,-0.0996762842,0.063283936,0.0920764622,-0.05,0,-0.0013232315
0.0482842393,-0.2068394618,0.3701717005,0.1918792183,-0.13840552,-0.0655566256,0.1167462613,-0.0666666667,0,0.0403556826
0.0240520371,-0.2879408535,0.372052911,0.2008911211,-0.2063948879,-0.1618518791,0.1052978031,-0.1,0,0.0058641485
-0.2400724747,0.0488003335,0.2174133025,0.1154374521,-0.0703404559,0.1061871834,-0.2060283894,-0.2,-0.6666666667,-0.0067821179
0.024462793,-0.2046590914,0.2256608784,0.1237020605,-0.235285908,-0.053790191,-0.1102594426,0.2,-0.1111111111,-0.0137725491
0.3174140049,0.2735811743,0.4070689023,0.2354221573,0.0034939256,0.1339973905,0.2877672086,-0.2,0,-0.0025442424
-0.0238297447,-0.0558550373,0.3776599811,0.2273236282,-0.1550436754,0.062459142,0.1629808335,1,-1,-0.0192897093
-0.3342342342,0.1613492106,0.1559220801,0.1077660944,-0.0013566151,-0.026760866,-0.2770730118,-0.04,-0.0666666667,-0.1485850856
0.1960744014,-0.1446646401,0.2473446968,0.1791415623,-0.1846794976,0.0085474685,0.0356956997,-0.05,0,-0.0210540336
-0.7484057091,0.8860112467,-0.2180931613,-0.0861090251,0.8313044793,0.3588716666,-0.8341316885,-0.0666666667,-0.3333333333,0.124839952
-0.102520015,0.2366143516,-0.2798763617,-0.1169100886,0.3867488441,-0.1087245954,-0.6795925995,-0.1,0.0555555556,0.0680468962
-0.0775063641,-0.1794671852,-0.3254775661,-0.139166768,0.0101323078,-0.3619557683,-0.5460638154,-0.2,0.0416666667,0.0180721682
0.0259917175,-0.332439947,-0.3163967964,-0.1271668708,-0.1551923216,-0.2679816435,-0.339586074,0,0,0.0040981028
-0.1556365218,-0.2190456138,-0.406551182,-0.1758841755,-0.0243136086,-1,-0.4035084098,0,0,0.0095507774
-0.4201023834,0.3941197147,-0.6243877621,-0.307988487,0.4905271294,0.1433681682,-0.743429197,0,0,0.000667648
-0.2442674253,0.4585228567,-0.7411516025,-0.3804029926,0.6378181783,0.0240547644,-0.774092005,0,0,-0.0008469408
-0.0276650041,-0.0159806688,-0.74080713,-0.38303029,0.2032804814,-0.172508336,-0.5557817354,0.4,-0.1,-0.0014717809
0.4713164778,-0.1105980558,-0.4796762175,-0.2300578173,0.1508395313,-0.3390203849,0.1504575779,-0.1,0,-0.0019115539
-0.1337333184,-0.2466001134,-0.5465074631,-0.2736885599,0.0058296857,-0.3441060364,-0.0541257498,-0.2,0,-0.0045544358
0.027027027,-0.2365960051,-0.52335743,-0.2650169773,-0.0414428828,0.0439648534,-0.0052720791,0,-0.0833333333,-0.006251073
0.1887933959,-0.1483919263,-0.4052021194,-0.2044719092,-0.0542089664,0.1419194204,0.2125021149,0.6,-0.6666666667,-0.0142822271
0.0797436612,-0.0703526867,-0.3401099053,-0.1743828277,-0.0323327313,-0.0283169305,0.2331276829,0.1333333333,0.1111111111,-0.0352195525
-0.105671245,-0.1187281992,-0.3814158249,-0.2045943307,-0.1099059612,0.0205217241,0.0323991643,0,0,0.0264587851
0.1065445611,0.0635508797,-0.3013678448,-0.1653278455,-0.0049996715,0.0402119736,0.1436992741,0,-0.0333333333,0.0187938758
-0.1320890563,0.0329936023,-0.3573729226,-0.2035918066,-0.0240925573,-0.0818963564,-0.0566610726,-0.04,0,0.0008114579
-0.2135303005,0.0448840494,-0.4542332842,-0.2677019742,-0.0109853754,0.1262703177,-0.2815754269,-0.05,-0.25,-0.0119970611
0.1357041252,-0.1299224178,-0.3604633979,-0.2210186851,-0.1310274327,-0.0902111074,-0.0355978012,-0.0666666667,0.0833333333,-0.0247719067
-0.3222972973,0.3493438687,-0.5158493214,-0.3231420326,0.2704848578,0.0680064786,-0.3920173835,-0.1,0.0555555556,-0.0143806949
-0.0275467775,-0.0203825028,-0.497894752,-0.3281781652,0.0042450229,-0.192819139,-0.2946432996,-0.2,0.0416666667,0.0441824208
-0.0552115284,-0.0379618418,-0.4936810237,-0.3397859522,-0.0032211385,-0.188376846,-0.2600863467,0.2,-0.0333333333,0.0114933775
0.1386224935,0.0363913865,-0.3858572078,-0.2905981465,0.0634976571,-0.0654953561,-0.0176416421,-0.2,0,-0.001624112
0.1097182289,-0.1016083304,-0.293572814,-0.250354579,-0.0225518125,-0.2116406177,0.1137035076,0,-0.0416666667,-0.0006577806
-0.3535750941,0.0540860408,-0.4579329006,-0.3592764574,0.051577907,0.0497875943,-0.3311222717,0,0.1111111111,-0.0032739796
0.1118602333,-0.0351602498,-0.3650842755,-0.3165035585,-0.0147202971,-0.0070652611,-0.0963209226,0.6,-0.1,-0.0081766234
0.4158674804,0.0118362849,-0.1060709189,-0.1773175116,0.0228414116,0.2788111572,0.4095187071,0.1333333333,-0.25,-0.021510367
0.2685810811,0.2299526538,0.0776035177,-0.0836621281,0.2162024473,0.4328514824,0.583528854,0,0.1666666667,-0.1235446364
-0.0263099835,0.1414499108,0.0889264858,-0.0892583271,0.1998750432,0.2283898013,0.3530628433,0,0.0833333333,0.0259138555
0.3427292323,0.0789856917,0.3072786306,0.0267589716,0.1800031711,0.3174351428,0.6319644959,0,0.0555555556,0.0286174045
-0.0256810595,-0.2419110032,0.3095654718,0.0147897754,-0.1017765219,-0.0338694543,0.3851604243,-0.04,0,0.0103262261
0.0257323191,-0.2120366213,0.3259643697,0.0213516066,-0.0892268318,-0.0023046176,0.2845165682,0.05,0.0416666667,0.0011653228
-0.1284052977,-0.016660747,0.2478095009,-0.0240360141,0.036635808,-0.0231897926,0.0396328777,-0.04,-0.0333333333,-0.0025274895
-0.337212464,0.0218571645,0.0481224286,-0.1391819375,0.0246567456,0.1000608012,-0.3602223942,-0.05,-0.25,-0.00413698
0.1864529819,-0.1692621073,0.1624146312,-0.0773410019,-0.1590792193,-0.0875963509,-0.0322301942,-0.0666666667,0,-0.0128274179
-0.2100511917,-0.0945657422,0.0396998618,-0.1484309171,-0.1164363581,-0.0848616973,-0.2615497868,-0.1,0,-0.0272904026
0.2669128756,-0.1007411848,0.1887356681,-0.0557379761,-0.1225263802,-0.207548693,0.1264397706,-0.2,0,0.1531156978
-0.1045995285,-0.1449521112,0.1129556638,-0.0896978728,-0.1802896068,-0.1638927637,-0.0363401105,0,-0.0833333333,0.0103287447
-0.0790913613,-0.1183931225,0.0542876483,-0.1147135896,-0.20488578,-0.0105296453,-0.1146157322,0.2,-0.3333333333,-0.0033870552
0.1061061061,0.0095753372,0.113256292,-0.0770550153,-0.1496961112,-0.0165992409,0.0441960675,-0.2,-0.3333333333,-0.0055832532
-0.0263099835,-0.1765000557,0.091056372,-0.0854452382,-0.2471664456,-0.0429556796,-0.0007364516,0.2,-0.3333333333,-0.0174682234
0.2900016581,0.267067505,0.2527846797,0.0127178181,-0.0624275511,0.2392517272,0.3313967182,0.8,0.5,-0.0396411149
0.1289189189,0.0753899767,0.3206631482,0.0591202114,-0.1251593854,0.2943686953,0.3690263052,0,0.0416666667,0.098885819
-0.5360984747,0.6082982651,-0.0078744205,-0.1226239437,0.3094574548,0.0193938784,-0.3797120407,0,-0.1666666667,-0.0033029209
-0.0532722805,0.2642381875,-0.0383274535,-0.1346514973,0.1989303941,0.0358485762,-0.3152452601,-0.04,0,-0.0066361167
-0.2407199731,-0.0369778997,-0.1723889522,-0.2075529206,0.0377828682,0.0912265078,-0.483215913,-0.05,-0.0666666667,-0.0286912574
-0.0545111708,-0.1454167546,-0.1977800809,-0.2181613619,-0.0472444941,-0.1921703,-0.3867088984,-0.0666666667,0.0833333333,0.2987179566
0.2737132036,-0.1719887305,-0.0431150566,-0.1213134701,-0.0609734372,-0.666727103,0.0476571082,-0.1,0.0555555556,0.025489666
-0.1340113502,-0.2514341327,-0.1199139416,-0.1604696216,-0.1803702364,-0.1247658502,-0.121964894,-0.2,0,0.0019363546
0.0812514195,-0.3141522688,-0.0783054413,-0.1266642413,-0.2635505983,-0.0697247201,0.0109414966,0,-0.0416666667,-0.0014041829
-0.3229701518,0.0033018613,-0.2674997962,-0.2255633839,-0.1308050998,0.0651915852,-0.3625204174,0.6,-0.2222222222,-0.0029975138
-0.1656345853,0.05831528,-0.3600940204,-0.269194197,-0.121968548,0.1085142046,-0.430109392,-0.0666666667,-0.6666666667,-0.006576518
0.1118602333,0.0801116449,-0.2944848743,-0.2227214587,-0.1302971419,-0.1789943188,-0.1640447095,-0.1,0.0555555556,-0.0037094979
0.1108979948,0.0343341846,-0.2288304961,-0.1763233469,-0.1425150549,-0.1119795773,0.0162054172,-0.2,0,-0.0004992625
-0.8246412724,0.9661573421,-0.6917490538,-0.4378421195,0.7695455656,0.069109869,-0.9336698872,0,0.0416666667,0.0222508931
0.176198978,-0.1294404494,-0.5871906837,-0.3711231771,-0.0432362697,-0.107378875,-0.4428949226,0,0,0.005196354
0.1158821743,-0.1007927716,-0.5086170682,-0.3229571369,-0.0024190518,-0.0973917021,-0.1683045155,0.4,-0.1,0.0006416726
0.0861373623,-0.3256328491,-0.4421065311,-0.2823546243,-0.1905969806,-0.2163272025,-0.0148020343,-0.1,0,-0.0006148665
0.0285218847,-0.2245749007,-0.4081404598,-0.260406672,-0.1029515734,-0.5073319504,0.0227493314,-0.2,0,0.0025081192
0.170753535,-0.0866853766,-0.2905009308,-0.1946324209,-0.1411914158,0.1198624856,0.2107818208,0,-0.0833333333,-0.0143848688
0.1123476418,-0.0477986805,-0.2068313582,-0.1466468558,-0.1387217877,0.1773018006,0.2696527192,1,-1,-0.0230421165
0.0835327768,-0.0942026356,-0.1398435368,-0.1129747897,-0.1857323524,0.1632393814,0.2754386229,0,0,-0.2392263593
0.4979700731,0.3828235986,0.1565962556,0.0579220674,0.1326631292,0.6346416613,0.7594518738,0,-0.0333333333,0.0425937636
0.1065445611,-0.0007519115,0.2187442301,0.0966678366,-0.076117796,0.3567915385,0.6238118326,0,0.0416666667,0.017618013
0.4226849801,0.3943536053,0.4686924717,0.2454357575,0.2690641117,0.5774128398,0.9072917965,0,0,0.0046601418
-0.0255791506,-0.1385626108,0.4412904723,0.2340964358,-0.0892299235,0.2063657426,0.5622613639,0,-0.0333333333,0.0033574772
-0.102520015,-0.1359966057,0.3737361849,0.1927341793,-0.0617678228,-0.1800414296,0.2498644263,0,0.0416666667,0.0020610817
0.2583545469,-0.1686103753,0.5227119766,0.279171095,-0.1144799719,0.1027920608,0.4646402189,-0.04,-0.0333333333,-0.0012187097
-0.3799182286,-0.1310637031,0.2780189735,0.134389707,-0.0889701612,-0.1006812703,-0.1372970792,-0.05,-0.0416666667,-0.0042104827
0.3131633658,0.1093303489,0.4610702847,0.2424458753,0.0047911539,0.0307807287,0.2643601242,-0.0666666667,-0.0555555556,-0.007317426
-0.1019121889,-0.1209405734,0.3898233834,0.201086605,-0.1407749659,-0.0081776176,0.0571731823,0.3,-0.0833333333,-0.0097011471
0.4365780123,0.3112053135,0.6504407427,0.352603438,0.1613123592,0.3528257212,0.5390066353,0,0.1666666667,-0.0051641115
-0.0496797375,-0.0691436507,0.6116366577,0.3286701645,-0.0708087881,0.1343827612,0.2967895027,0,0.0833333333,-0.0082076574
0.2493596111,-0.0539744064,0.7459714847,0.4150016828,-0.0550210002,0.2083782279,0.4857284771,0,0.0555555556,0.0187728698
0.024462793,-0.135095009,0.7351464775,0.4168427065,-0.1284889258,0.1700180878,0.3489088504,0,0.0416666667,0.0078368804
0.1220823096,-0.0417142421,0.7794406201,0.4555184682,-0.0548395987,-0.0206266445,0.3726919519,0,0,0.0094658448
-0.169311901,-0.1413435258,0.6376496227,0.3835538311,-0.167749236,-0.0036704894,0.0493781936,0,0,-0.0029396835
0.1715651012,0.2505711481,0.7178707478,0.4384183318,0.0805172477,-0.0397230299,0.2296711399,-0.04,-0.0333333333,0.0018383864
-0.2660615587,-0.0988961787,0.5199292767,0.3300665846,-0.1349909307,0.0487447861,-0.1553198876,-0.05,-0.0416666667,-0.0087227461
0,-0.0974158423,0.4960949162,0.3211857892,-0.1308250846,0.0089531453,-0.1039112167,-0.0666666667,-0.3333333333,-0.0098151088
-0.3951537745,0.2211113936,0.2261715372,0.1679503926,0.0810452757,0.0818290594,-0.5195511888,-0.1,0.0555555556,-0.0334066642
0.4586048499,0.0437840393,0.4710324519,0.3234706403,0.0130170281,-0.0239335983,0.1619113071,-0.2,0,0.0148253099
0.3198370126,0.0734824818,0.6318420592,0.4313262675,0.0177489814,0.1039015712,0.4762600962,1,-0.25,0.012244615
-0.0480144949,-0.1977181959,0.56471672,0.4029228202,-0.1573366801,0.1707234856,0.2580056419,-0.04,0,-0.0124047698
-0.0722909826,-0.3487040099,0.4683633241,0.3638962481,-0.2616524376,0.0808029545,0.0873130664,-0.05,0,-0.0220215618
-0.0726986385,-0.1648325715,0.3779581222,0.3261929362,-0.1916872276,-0.2925492384,-0.0254350296,-0.0666666667,0,-0.6197492635
0.1462218362,0.112913946,0.4229864029,0.3716471069,-0.0751914056,-0.0462498469,0.1501879058,0.3,0.25,0.0066553465
0.6024248548,0.8949618505,0.7398638888,0.5862135955,0.544540648,0.7171608093,0.7939079145,0,-0.1,0.0075503986
0.2302123552,0.1494714591,0.8247383888,0.6625989993,0.1449595926,0.5816774062,0.7927024728,0,0.0833333333,0.0065289023
-0.0904694168,-0.0253260268,0.7075926164,0.6156007013,0.0840236666,0.2242284103,0.4119875738,0,0.0555555556,0.0055790684
-0.2049947474,-0.2126695467,0.5256731001,0.5252588673,-0.062069949,-0.1100128385,0.033187722,-0.04,0,0.0007417815
0,-0.1812556977,0.4784717026,0.5160793229,-0.0272614751,-0.3001015845,0.0221085714,-0.05,-0.0416666667,0.0019183248
-0.3240331894,0.0876421486,0.2451098596,0.3831477917,0.1208146278,0.1545973658,-0.3564854551,-0.0666666667,-0.0555555556,-0.0069974701
-0.047483948,0.0582943509,0.1898423526,0.3560732292,0.0838939752,-0.1750492054,-0.2930481305,-0.1,-0.5,-0.0155532432
-0.4527651496,0.2846586982,-0.0933695476,0.1815709168,0.3136607415,-0.0593524825,-0.7079374573,-0.2,0.0416666667,-0.0508951814
0.2222739981,-0.1749479659,0.0230610153,0.2543290397,-0.0636974047,-0.2359853394,-0.2335125405,0.2,-0.0666666667,0.0334208358
-0.121392579,-0.2324353017,-0.0618712951,0.2046645101,-0.1211876538,-0.4331206032,-0.2939574034,-0.2,0,0.0140308428
0.0245093002,-0.2736024079,-0.0560524061,0.2076658032,-0.1854982635,-0.221664773,-0.1696066303,0,-0.0555555556,-1.9267864613607E-05
0.3180163085,0.1798365092,0.1084380611,0.3146394674,0.1409401335,-0.0306084045,0.2476547429,1,-0.5,-0.0046397537
-0.381981982,0.2424705822,-0.1293111714,0.1674816092,0.1322563146,-0.0157470256,-0.2778478166,-0.04,0,-0.0095385826
0.5166597896,0.0247585012,0.1503791348,0.3446647114,0.004107964,0.2808394661,0.397430331,-0.05,-0.0833333333,-0.0137375033
0.09461939,0.09905717,0.1928478123,0.3722209537,0.1066834081,0.2456022816,0.3728122991,0.1333333333,0.25,-0.0418280685
0.0469649978,-0.1857652297,0.2047642816,0.3825337291,-0.0910041365,0.144040486,0.3011136361,-0.04,-0.1,0.0449355559
0.0935890518,-0.1239043518,0.2479402358,0.4064223309,-0.0685939952,0.1768278753,0.307943527,0.05,0.1666666667,0.0063115015
-0.2090577064,-0.154280139,0.1115432341,0.3172006705,-0.1247614013,-0.3268743561,-0.0386894908,-0.04,0,0.0062132896
-0.1180576181,-0.1279698619,0.0368477246,0.2627743945,-0.128189561,0.046830796,-0.1606927748,-0.05,-0.0416666667,-0.0045873624
0.0714892342,-0.0392748284,0.0707821284,0.2777336019,-0.1204654373,-0.0138274197,-0.0262976576,-0.0666666667,-0.2777777778,-0.008723622
0.4265699523,0.4357817967,0.311354848,0.4221144517,0.2257018625,0.2518687856,0.4700746748,-0.1,0,-0.0063121379
-0.0688179282,-0.0563681093,0.2509600503,0.3828807568,-0.0813186037,0.0702490245,0.2296744991,0.8,-0.4166666667,-0.0070486563
-0.1153120921,0.042264455,0.1651014464,0.3277604061,0.0023519933,0.0365494092,0.0189920077,-0.04,0,-0.0124534395
0.2327056298,-0.0252824994,0.2776189013,0.3992012937,-0.0207473164,0.0782600983,0.2792094004,0.05,0.1111111111,0.047524911
-0.3200115009,0.1095305477,0.0690610561,0.2646078611,0.1279174926,-0.0886533884,-0.1858628784,0,0,0.0066404358
0.0937592138,-0.1714342892,0.1170021793,0.2854839261,-0.1348503663,-0.071779223,-0.0180312472,-0.04,-0.2,-0.0090598035
0.0698116889,-0.0829558142,0.1485003958,0.2978235593,-0.0760901648,-0.0236984834,0.0678066622,-0.05,0.1666666667,-0.0045113119
-0.0231452278,-0.090548164,0.1231820324,0.2715268571,-0.0833121452,0.0073062694,0.018565204,-0.0666666667,0,-0.0055396399
0.0695605678,0.0771511746,0.1507967083,0.279904761,0.0341068272,-0.1299625634,0.0920484797,-0.1,0,-0.0330024719
0.2075617657,0.2303374124,0.260240087,0.3383253156,0.1277283042,0.2343947523,0.2997728526,0.8,-0.4166666667,-0.0423900625
-0.1361819566,0.0763821289,0.1759416934,0.2709908292,0.0677146843,0.0155545332,0.0405509047,0,0.0555555556,0.0792701015
0.0688179282,-0.1060912994,0.2199938624,0.2795786579,-0.0608902986,0.0463860275,0.1059135524,-0.04,0,0.0117568889
0.0228175078,-0.0890337673,0.2338882116,0.2720730873,-0.0417485937,-0.0051269569,0.0966791532,-0.05,-0.0416666667,0.0063259806
0.2049947474,0.2692277264,0.3502181091,0.330755252,0.2853344886,0.1781746535,0.2999456534,0.1333333333,-0.0555555556,0.0132640189
-0.2466274971,0.1686655648,0.1942261603,0.2244629141,0.2256315811,-0.0161416614,-0.0874400241,-0.04,0,-0.0091220734
-0.2971535365,0.1650489833,0.0101688209,0.1065927175,0.2785535607,0.1315438284,-0.3971462949,-0.05,-0.3333333333,-0.0123793452
0.0701917889,-0.3014825559,0.0457236869,0.1221448454,-0.1507013388,-0.0081539396,-0.188283339,-0.0666666667,0,-0.0247719067
-0.1861645039,-0.0627500403,-0.0760956009,0.0498721723,0.0901208047,-0.0197459434,-0.3372981417,-0.1,0.1666666667,-0.0392041743
-0.1652806653,-0.057220083,-0.1765486647,-0.0131096891,0.0522440032,-0.3525997103,-0.4128461672,-0.2,0.0416666667,0.0431802252
-0.1435090007,0.1312636654,-0.2626376003,-0.0674097374,0.2031161495,-0.2384990412,-0.4389714187,0,0,0.0083640738
0.1209370722,-0.1931480117,-0.1984590605,-0.0300249677,-0.1246590827,-0.1115159411,-0.1599426652,0,-0.0333333333,0.0005639924
0.2396262433,-0.0139634156,-0.0639733137,0.0451002403,0.0371296038,-0.1570692013,0.1652412281,0,-0.0416666667,-0.0010429186
0.0941014007,-0.1722131377,-0.0215947933,0.0716740981,-0.1102431976,0.1362200002,0.2182486099,0.8,-0.2777777778,-0.0060285388
0.1167743831,-0.047697188,0.0417810051,0.105136851,-0.0396878691,0.2429520047,0.2797416372,0.05,0.1666666667,-0.0166946022
0.0462904556,-0.0064737016,0.0646986707,0.1159608327,-0.0611402734,0.0774860548,0.2389667477,-0.04,0,-0.0543346051
0.1614369289,-0.0686028131,0.1540366087,0.1665040392,-0.0919568252,0.0954808063,0.3451999627,0.05,0.0416666667,0.0326057028
0.5466526597,0.582789844,0.4670873566,0.3540625635,0.4509865137,0.731245372,0.8636638116,0,0,0.0162457343
-0.196655978,0.0150072023,0.3268699547,0.2727128721,0.0713384538,0.1457651158,0.3310741895,-0.04,-0.0333333333,0.0045622226
-0.1553239987,0.0770352813,0.2155095394,0.209653748,0.1636062849,-0.0150910982,0.0386740651,0.05,0,-0.0003270268
-0.022459742,-0.160916747,0.1883017265,0.1948180296,-0.0357055704,-0.083424011,1.07814161425176E-05,-0.04,0,-0.0022542981
-0.1799915098,-0.1142771126,0.077762894,0.1251380251,0.0264160223,0.0104866497,-0.2059881317,-0.05,-0.0416666667,-0.0056177686
0.4563501555,-0.0395794005,0.3382673914,0.2789239797,0.0138764512,-0.1219367439,0.3794286274,-0.0666666667,-0.2777777778,-0.0116134631
0.3085239085,0.1405294239,0.507178104,0.3813955284,0.1726739509,0.4108931427,0.6099015593,0.3,-0.3333333333,-0.005207394
-0.1076117854,-0.221229377,0.4249108195,0.3280852453,-0.1490885597,0.1760683686,0.2745681153,0,0.0833333333,0.0015588106
-0.1302211302,-0.0295696719,0.3256346083,0.2704119911,-0.0104234934,0.027785692,0.0310450006,0,0.0555555556,0.000412294
-0.0438499724,-0.1038365751,0.2836045703,0.2473116184,-0.0783804794,-0.2530341866,-0.029573246,-0.04,0,0.0114707084
-0.4399963103,0.2031268897,0.0094484688,0.0818684723,0.1622684101,0.2456775358,-0.5226187427,-0.05,-0.25,-0.0049446322
0.0683315825,0.0760168007,0.0440590807,0.1009485926,0.0363470142,-0.1920912474,-0.2762405759,-0.0666666667,0.0833333333,-0.0216125944
-0.0226571035,-0.1638866628,0.0265113063,0.0875741698,-0.118395997,-0.2484729895,-0.2109216496,-0.1,0,-0.1629297621
0.0226969928,-0.2314609866,0.0395399589,0.0909631865,-0.1829357,-0.2546002768,-0.1155603688,-0.2,0,0.0216280599
-0.1585997245,-0.2596780315,-0.0548167613,0.0345104403,-0.2092884359,-0.4374096921,-0.2578045761,0,-0.0555555556,0.0152911151
-0.0229393094,-0.057830116,-0.066514689,0.0276960583,-0.1441254327,0.0258187765,-0.1988223962,0,0.25,-0.0028481011
0.0689405984,-0.1015294528,-0.0251706852,0.0520502938,-0.2068260522,-0.0544154796,-0.0549577707,0.2,-0.0666666667,-0.0058397863
-0.3657274296,0.4345541417,-0.2291480052,-0.0752188627,0.068072237,0.1134876768,-0.454208132,-0.2,0.1111111111,-0.0016960625
0.0235253502,-0.1910990559,-0.2090743732,-0.0661334684,-0.2269170139,-0.1339818183,-0.2795790744,0,0,0.0005129212
