"volume","volume_lastvolume_ratio","volume_ma5_ratio","close_ma15_ratio","close_ma30_ratio","ad_ratio","b_upper5_ratio","b_middle5_ratio","ma5_ratio","slowd5_ratio"
0.2206769934,0.1258261286,0.1267833826,0.2226120682,0.2875516597,-0.0118933954,0.2484435801,0.1830917874,0.1830917874,0.0087663933
0.1646229086,-0.0489122922,-0.0416922379,0.1178348966,0.2097149546,-0.0019458607,0.0356476311,0.1821677481,0.1821677481,0.0144264792
0.1673672162,0.0032100392,-0.0154683399,0.1345148247,0.244877062,-0.0071686559,0.0651282503,0.1553597049,0.1553597049,0.0188493659
0.1900759823,0.0261270846,0.0526073329,-0.0327114808,0.0962768145,0.0085977606,-0.0093686177,0.0257823129,0.0257823129,-0.0454788081
0.1754216536,-0.0148458987,-0.0277894721,0.0172124451,0.1379840242,-0.0104438705,-0.0258341568,0.0772917304,0.0772917304,-0.0683857039
0.2287473537,0.0585357482,0.1459353351,-0.1759040015,-0.055159955,0.011480217,0.020398724,-0.3342151675,-0.3342151675,-0.1427323934
0.2620115764,0.0280020037,0.1739015642,0.0051736471,0.1039145352,0.0022259921,-0.0427923958,-0.0778473863,-0.0778473863,-0.1061540131
0.2035201642,-0.0429872274,-0.0247325678,0.0534353731,0.1390857677,-0.0089303589,-0.0807910578,-0.0780156443,-0.0780156443,-0.1337411765
0.1006510278,-0.0973297163,-0.2991552795,0.0034482706,0.0815937169,0.0021019059,0.0100282882,0.0260615438,0.0260615438,-0.0856529026
0.1665966179,0.1261639717,-0.0830822788,-0.1190796138,-0.0431034215,0.0044045093,-0.0305388508,-0.156256442,-0.156256442,-0.0497582319
0.2544418643,0.1015359632,0.1794036699,-0.2577619591,-0.1856915183,-0.003800116,0.0723457718,-0.1046238785,-0.1046238785,-0.1338154866
0.1315582787,-0.0929978941,-0.1443304084,-0.1974515122,-0.1371472502,0,-0.0481163329,-0.2360880399,-0.2360880399,-0.1638130964
0.1549820978,0.0342852508,-0.0256201326,-0.0866851125,-0.0431034215,-0.0068048596,-0.1528862323,-0.1848329676,-0.1848329676,-0.21046882
0.1644781205,0.0117985332,-0.035394579,-0.203235415,-0.1583647338,0.0076050596,-0.1838419287,-0.2654061625,-0.2654061625,-0.1380097448
0.1427739836,-0.0254098554,-0.0984436227,-0.2385531447,-0.2038852707,0.0087493504,-0.0670952259,-0.1871604938,-0.1871604938,-0.1316712066
0.2047129068,0.0835376745,0.1751612168,-0.2081181074,-0.2046446093,0.0117816461,0.0049973014,-0.0268765734,-0.0268765734,-0.0922696346
0.1323322097,-0.0680840441,-0.1070031726,-0.1087488751,-0.1363800926,-0.002334937,0,0,0,-0.1512447506
0.1756879006,0.0630882318,0.0443027043,-0.1585190256,-0.2091967738,0.0063089469,-0.1669090891,-0.1882762047,-0.1882762047,-0.263322649
0.1523514728,-0.0255776319,-0.0354646133,-0.1890639177,-0.2516893471,0.0047040594,-0.0054654525,-0.1081505261,-0.1081505261,-0.3781552957
0.1389213623,-0.0169746464,-0.0845616484,-0.0886090731,-0.1727279272,0,0.0105137572,0.0271188866,0.0271188866,-0.3565346005
0.0951264933,-0.0607046566,-0.1958027222,-0.0319150074,-0.1179123126,-0.0047304724,0.0481875222,0.0812955813,0.0812955813,-0.1949527235
0.3197301684,0.4546562639,0.505194639,0.1578798886,0.0487489503,-0.0065907358,0.2456001394,0.1892634207,0.1892634207,-0.078903757
0.2043533436,-0.069486874,0.0759590669,0.1403137593,0.0275296185,-0.0047449047,0.1143284531,0.242069406,0.242069406,-0.0122645691
0.1864733147,-0.0168482297,-0.0080516214,0.1705921858,0.0535056554,-0.0026176683,0.0328532971,0.3206090726,0.3206090726,0.0299961688
0.2624522357,0.0784592656,0.1420385168,0.2890794471,0.1683034655,-0.0075141513,0.1133686138,0.3707507948,0.3707507948,0.1199938323
0.1460737441,-0.0853867051,-0.2158674651,0.23865595,0.1422981685,0,-0.024823947,0.2883424975,0.2883424975,0.2473773317
0.1618000969,0.0207311627,-0.0983796132,0.2924512153,0.2057532596,-0.0098107968,0.1057871282,0.1820365034,0.1820365034,0.3364820701
0.2429091809,0.09652916,0.1335535605,0.1759166665,0.1099177719,0.0158828498,-0.0253146522,0.1034988906,0.1034988906,0.4848645175
0.1929169387,-0.039630221,-0.0256749374,0.0087850805,-0.0290602899,0.0084648765,0.0602633813,-0.0774022261,-0.0774022261,0.5184108916
0.1279367258,-0.0648602437,-0.1653802855,-0.0280710774,-0.0495051038,0.0023477784,-0.0037078097,-0.2327056897,-0.2327056897,0.4217787605
0.1437615789,0.0238183824,-0.1076023319,0.0105061342,0.0055072645,0,-0.0521775163,-0.1561437841,-0.1561437841,0.2847229816
0.1264381138,-0.0232038334,-0.1503603839,0.0751474758,0.0795006783,-0.0013683745,-0.1721886097,-0.1568221785,-0.1568221785,0.1931098253
0.3905744827,0.4022703309,0.6148948776,-0.1641960155,-0.1214407602,0.0056187633,-0.0633274396,-0.2887619048,-0.2887619048,0.1347374251
0.4641919882,0.0362948528,0.5297807545,-0.4163375382,-0.3438279766,0.0243619826,0.1758418469,-0.3969417679,-0.3969417679,0.0116300507
0.2115501617,-0.1048034116,-0.1296235525,-0.2784125576,-0.2130370123,-0.0047028682,-0.0423311777,-0.2408133009,-0.2408133009,-0.1047400766
0.136979499,-0.0678769703,-0.3013728075,-0.2436890022,-0.1838922937,0.0021033378,-0.1288738625,-0.2693674485,-0.2693674485,-0.2360127711
0.154299261,0.0243474877,-0.2682994773,-0.2973719625,-0.242260159,0.0013997673,-0.3782610946,-0.4342284282,-0.4342284282,-0.3932686241
0.1405203261,-0.0171956902,-0.2272215339,-0.2488955076,-0.204586651,0.0027036193,-0.1559543655,-0.1648184388,-0.1648184388,-0.5205972276
0.08039292,-0.0823950512,-0.2763064509,-0.1752730689,-0.1459301291,0,-0.0250187184,0.1655744867,0.1655744867,-0.5136645561
0.1045310515,0.0578167472,-0.0947916184,-0.2705726445,-0.2548212041,0.0046006468,0.0283472275,-0.1098789592,-0.1098789592,-0.5319446751
0.1454997762,0.0754701015,0.1016381937,-0.0339308451,-0.0631061916,-0.0061927786,0.0965050301,0.0826608506,0.0826608506,-0.4010034681
0.1358430423,-0.0127801439,0.0741805164,-0.0053788891,-0.0615237782,0,0.0788862099,0.1649439669,0.1649439669,-0.3336292601
0.108397374,-0.0389048925,-0.0353387438,0.0413516397,-0.0335791857,-0.0009670762,0.0695258734,0.1641936532,0.1641936532,-0.2142947359
0.1261866788,0.0316015238,0.0104925338,0.1007578784,0.012788906,-0.0018898431,0.0899703799,0.1634501348,0.1634501348,0.0643956027
0.0666665679,-0.09082764,-0.2658931704,0.1547353132,0.0559099668,-0.0030378248,-0.0434361457,0.3525455261,0.3525455261,0.3085176423
0.0949235678,0.0816179647,-0.0670503005,0.1080630951,0.0047899146,-0.0008849947,0.0086961853,0.0805697279,0.0805697279,0.449301988
0.1156141883,0.0419727351,0.0804874231,0.0956475085,-0.0191596582,-0.0010850093,-0.0180389012,0.0535935235,0.0535935235,0.6146194888
0.4402027181,0.5406171792,1,0.0180557684,-0.0910083765,0.0104116324,0.0360621607,-0.0535140669,-0.0535140669,0.5757384102
0.1771383733,-0.1150739648,-0.0061508358,-0.046874333,-0.1389075221,0.0077794804,0.0246587291,-0.1607805706,-0.1607805706,0.3963472816
0.1494446026,-0.0301049041,-0.1463181699,0.0270157738,-0.0670588038,0.0041371415,-0.1011748099,-0.1345832889,-0.1345832889,0.4248888485
0.0904310648,-0.0760394952,-0.3326204942,0.0467804435,-0.04231614,0.0007287066,-0.051408067,-0.0540347876,-0.0540347876,0.2594656493
0.1387743524,0.1029405171,-0.1885133948,0.1596533771,0.0798713811,-0.0027806537,0.1416024245,0.1082315985,0.1082315985,0.2275004721
0.1033627489,-0.049136497,-0.1342001957,0.139537783,0.0814889543,0.0042292989,0.1007505631,0.1888390633,0.1888390633,0.166807108
0.3294387445,0.4211707571,0.6400721025,0.3969585507,0.3384036767,-0.0130702893,0.3709328079,0.536732165,0.536732165,0.0943877584
0.2397401369,-0.0524298766,0.2046553284,0.4489163158,0.4282211985,-0.0052654404,0.2855929652,0.5553113553,0.5553113553,0.0103990851
0.140002644,-0.080109774,-0.1641704426,0.4341952958,0.4444736022,0.0035551807,0.1272857854,0.5468975469,0.5468975469,-0.0305054722
0.1051409388,-0.0479490709,-0.2654543745,0.4177817569,0.462395189,-0.0046825603,0.0677362401,0.4361187261,0.4361187261,-0.056517182
0.0967910005,-0.0152925259,-0.2913638628,0.3044998232,0.384022426,0,-0.2124245803,0.3548689139,0.3548689139,0.0012793863
0.1058089635,0.0179407782,-0.1432248802,0.2011579913,0.3033090671,0,0,0,0,0.0694541255
0.1939519326,0.1604105855,0.3177232351,0.0588606741,0.1784970921,0.0059654332,0.078631929,-0.2259090006,-0.2259090006,0.0016468766
0.1088198885,-0.0845214148,-0.0676050838,0.1639108292,0.2892068765,-0.003205395,-0.0629473682,-0.1262954447,-0.1262954447,0.0498662546
0.1479396956,0.0692239276,0.0821764216,0.2095902201,0.3521628483,-0.0040172994,-0.0799733872,-0.0760433387,-0.0760433387,0.0255382526
0.114863216,-0.0430528957,-0.0898509575,0.1726464744,0.3363440074,0,0,0,0,0.0384097912
0.1238060077,0.014992013,-0.0634203194,0.0612459872,0.2439822615,0,0,0,0,-0.019385689
0.1325362461,0.0135785123,0.0343570248,0.1269645906,0.3177833475,-0.0061822936,-0.0275745964,0.2286116417,0.2286116417,-0.0131236142
0.0763188581,-0.0816777575,-0.2232096344,0.1162324219,0.3207329105,-0.0012435949,0.0392162245,0.1262071262,0.1262071262,-0.0010026966
0.1248746991,0.1225116601,0.0564300332,0.0889463752,0.2978196414,0,0.029811392,0.050306952,0.050306952,-0.0040310673
0.1397019588,0.0228641072,0.1053807687,0.0150548795,0.2308545213,-0.0041356171,0,0,0,-0.0356523454
0.141189832,0.0020508374,0.0923449614,0.1268937925,0.32459036,-0.0071861969,0.0482242271,0.2009477417,0.2009477417,0.0325431005
0.2021307914,0.0831139024,0.2965010859,0.30636238,0.4764096331,-0.0086929764,0.3193302523,0.2997528423,0.2997528423,0.1474557966
0.2678193919,0.0625785277,0.3288463848,0.4262294778,0.5823952502,-0.0076940923,0.3210143985,0.4211524006,0.4211524006,0.1828435405
0.2228573312,-0.0323274908,0.08973059,0.4442856073,0.5940818603,-0.0045261627,0.2056850073,0.4652710474,0.4652710474,0.206652664
0.1450117182,-0.0672628129,-0.1612060923,0.3847105521,0.5389096184,-0.0018283714,-0.003840203,0.4835262973,0.4835262973,0.1994374111
0.135564205,-0.0125453337,-0.1887054257,0.2308620669,0.3990695446,0.0012376533,-0.1380950774,0.238567337,0.238567337,0.233909999
0.1204021923,-0.0215367234,-0.2018769422,0.1694319578,0.3531915832,0,-0.0136408695,0.0237000907,0.0237000907,0.1681554124
0.152317405,0.0510424082,-0.0116629124,0.2092122008,0.3938896743,-0.0019291636,-0.0188678248,-0.0473690789,-0.0473690789,0.1190495879
0.2503141086,0.1238881429,0.3464289094,0.0226540738,0.2142875804,0.0053604719,-0.0378691517,-0.2608722858,-0.2608722858,0.0497859249
0.1606617888,-0.068967425,-0.0120998172,-0.0161487547,0.1687451363,0.007091144,-0.1012230655,-0.2627714223,-0.2627714223,0.002828016
0.1085766001,-0.0624265669,-0.1956240452,0.0096588654,0.1874219467,0.0021248022,-0.0376228102,-0.0962539683,-0.0962539683,-0.118170598
0.1171683456,0.0152374738,-0.1600432446,0.0609951846,0.2281783052,-0.0040633515,0,0,0,-0.2209942686
0.1805821813,0.1042177118,0.0650953226,0.1758579624,0.3311558081,-0.0083699467,0.0999965933,0.0723834989,0.0723834989,-0.263461616
0.1463018501,-0.0365542537,0.015873211,0.1687498355,0.326165082,-0.0030982121,0.1404871141,0.264874996,0.264874996,-0.3004577117
0.0944680965,-0.0682229745,-0.1678352832,0.0459941909,0.2144836589,0.0012285093,-0.0185544827,0.1912330495,0.1912330495,-0.3570970937
0.1148780281,0.0416029564,-0.0751474166,0.0711504537,0.2416982548,-0.0052873604,-0.0319778561,0.1902252337,0.1902252337,-0.3774587142
0.1570213505,0.0706414502,0.0823440606,-0.1154726602,0.0590799383,0.0075215615,0.0565842017,-0.0709604943,-0.0709604943,-0.3416402455
0.1918852775,0.0427548516,0.2248154948,-0.2141581538,-0.0532208525,0.0060946324,0.041705194,-0.3318012694,-0.3318012694,-0.355739851
0.2775283383,0.0859445483,0.4103514616,-0.3923222755,-0.2458572231,0.0140569007,0.0015764665,-0.5740793335,-0.5740793335,-0.3061344426
0.2341837564,-0.0300742836,0.1244992779,-0.3349498055,-0.2225619869,-0.0064458686,-0.1173654733,-0.4618245952,-0.4618245952,-0.2431441435
0.2126321839,-0.0177210726,-0.0058426313,-0.4446066012,-0.3504593753,0.0087800768,-0.3032255335,-0.6647826934,-0.6647826934,-0.1911700651
0.1653579579,-0.0428117751,-0.146404025,-0.4111948051,-0.3504593753,0.0044878018,-0.2677641182,-0.4765875774,-0.4765875774,-0.2106031277
0.2261548699,0.0707985281,0.0083080503,-0.5332167087,-0.4956959978,0.0092406138,-0.201773476,-0.5338028169,-0.5338028169,-0.3388167918
0.1677656611,-0.0497158025,-0.1033209486,-0.4260914287,-0.4216948296,0,-0.0894995447,-0.2322066782,-0.2322066782,-0.4245456571
0.1088284054,-0.0676479508,-0.2375101518,-0.4398703085,-0.4560953159,0.0038221369,-0.2091161753,-0.3116135663,-0.3116135663,-0.4535517522
0.146457377,0.0665806285,-0.0627731999,-0.2846673612,-0.3419376727,-0.0014005902,-0.0251348856,-0.0261939319,-0.0261939319,-0.5036339008
0.1538034267,0.0096585164,-0.0263076946,-0.2479146048,-0.3349803545,-0.004458772,-0.0279339943,-0.0262129543,-0.0262129543,-0.4002300482
0.1901911462,0.0455571591,0.1490055305,-0.1540377484,-0.2845837216,-0.0040728099,0.0648025476,0.2098560354,0.2098560354,-0.2204512464
0.1221996379,-0.0688386251,-0.0951668291,-0.0606430028,-0.2355023137,-0.0037774836,0.0975693303,0.1825626204,0.1825626204,-0.0293815904
0.1188658096,-0.0052534078,-0.116549847,-0.0948896407,-0.2961195945,0.0037801769,-0.0716044102,0.1556947725,0.1556947725,0.0156243847
0.1092857283,-0.0155195831,-0.1323920054,-0.0255736506,-0.265544989,0,0.0024098624,0.0516753588,0.0516753588,0.19383774
0.2526936688,0.2526838912,0.3684081526,0.2681161466,-0.0155060552,-0.007817333,0.3521135316,0.3354096463,0.3354096463,0.4554840844
0.367091045,0.0871745092,0.5543230952,0.5096471898,0.2098208214,-0.0120541803,0.4713071802,0.5368271955,0.5368271955,0.7490745962
0.1793164893,-0.0984987595,-0.0790530623,0.4787401897,0.2151646719,-0.0071837586,0.2370270281,0.4785830592,0.4785830592,0.8666178507
0.0888413586,-0.0971576048,-0.3446406969,0.4262997524,0.198317383,0.0018795711,0.050366073,0.5220385675,0.5220385675,0.9106291086
0.1202907315,0.0681654972,-0.2507363535,0.4357819525,0.2427167971,-0.0045179847,-0.1431951454,0.5391006369,0.5391006369,0.827443694
0.156999873,0.0587637998,-0.0868589008,0.324894428,0.1776383432,-0.0025420277,-0.1647852056,0.1931517758,0.1931517758,0.6288060824
0.2926592456,0.1663865861,0.4635859963,0.1150191399,0.0311294997,0.012293125,0.1217949639,-0.2161391503,-0.2161391503,0.4357977577
0.0919222707,-0.1320787452,-0.2409851604,0.1791572367,0.1208259655,-0.0027806424,-0.041316267,-0.120800663,-0.120800663,0.285653688
0.0680618656,-0.0499832943,-0.3317278896,0.1633226324,0.1423062846,-0.0025225867,-0.0354834867,-0.0727237839,-0.0727237839,0.2411854234
0.17661921,0.3071306577,0.0765380873,0.1773153185,0.1860144831,-0.0079412875,-0.0772182256,-0.0728706018,-0.0728706018,0.1861407998
0.2444833344,0.0739895047,0.2479987451,0.0964480332,0.1445795723,0.0163513379,-0.0347197642,-0.0486786758,-0.0486786758,0.0919161333
0.2867177511,0.0332648101,0.4051801707,-0.2286516854,-0.1278640467,0.0122176864,0.1715250974,-0.1949776535,-0.1949776535,-0.0443345797
0.2103937087,-0.0512595265,0.041394026,-0.0945552082,0.0193683956,-0.011510053,-0.0283689654,-0.1470274464,-0.1470274464,-0.1340496699
0.1337667594,-0.0701320598,-0.2263480356,-0.1578132206,-0.0134336689,0.0026666394,-0.0670511877,-0.2214431785,-0.2214431785,-0.2379046299
0.1594238694,0.0369340845,-0.1427368242,-0.1477505242,0.0216857131,-0.0093497005,-0.1786216345,-0.2475667908,-0.2475667908,-0.3195041132
0.191207625,0.038390138,-0.016128002,-0.1217999293,0.0501479031,-0.0060239631,-0.2053294266,-0.1744935543,-0.1744935543,-0.3196311297
0.155078006,-0.0363853019,-0.0544635523,-0.0585831182,0.0958160479,-0.0068184565,-0.0077899484,0.2003899408,0.2003899408,-0.2025215384
0.1281366888,-0.0334531043,-0.1027636282,-0.0440270677,0.0897443713,0,0.0367316259,0.0498208945,0.0498208945,-0.1299735765
0.1492257542,0.0316921457,-0.0293191691,0.106039212,0.2143161549,-0.0069100718,0.1952363342,0.2487611171,0.2487611171,-0.0906870038
0.1540352357,0.0062061502,-0.0059991588,0.1354961957,0.2212721821,-0.0112762179,0.1122282593,0.2470584401,0.2470584401,-0.0749308489
0.1894135121,0.0442266863,0.1371097384,0.22670931,0.291986516,-0.0064840887,0.1476894094,0.3189925868,0.3189925868,-0.0231468959
0.1425184753,-0.0476742349,-0.0413080087,0.2082483735,0.2679992316,-0.0023915955,0.0660211816,0.2675523039,0.2675523039,0.1420609394
0.2791698868,0.1846336105,0.3272538277,0.4230034079,0.4599629379,-0.0195103857,0.2480702911,0.5070234114,0.5070234114,0.2328818504
0.7776884939,0.34385917,0.9448424014,1,1,-0.0661440852,1,1,1,0.329355299
0.4055032051,-0.0921555165,0.0807785388,0.925711813,0.9479911328,-0.0634894028,0.4026222293,0.9498746867,0.9498746867,0.4093916517
0.2912791303,-0.0542414344,-0.1441330447,0.6300356262,0.6882641981,0.107597012,0.042274828,0.6094880729,0.6094880729,0.3881699798
0.229353538,-0.0409381872,-0.2620726139,0.5082728278,0.6070091773,0.0094301654,-0.1549716986,0.5549698354,0.5549698354,0.2781198081
0.2060985766,-0.0195244131,-0.2861571471,0.3586111981,0.4883555608,-0.0198021028,-0.1509576449,0.2404891696,0.2404891696,0.1998775419
0.1956616166,-0.0097513969,-0.1636106418,0.2143062047,0.3715523739,0.0146866446,-0.1155285947,-0.4343590625,-0.4343590625,0.101942758
0.2200741419,0.0240256351,-0.0228991486,-0.0061368026,0.17732148,0.0357567315,-0.2084947085,-0.6155095412,-0.6155095412,0.0103351989
0.200676986,-0.0169721494,-0.0286431756,0.0671179402,0.264517998,-0.0046033647,-0.1468689859,-0.2907299227,-0.2907299227,-0.0548001205
0.1919745203,-0.0083505015,-0.0334557745,-0.0136619693,0.211855565,0.0106380497,-0.1849861073,-0.2930906279,-0.2930906279,-0.1569499921
0.2106510686,0.0187335823,0.0208675117,-0.0906775499,0.160799345,-0.0243461832,-0.1641815616,-0.2500299868,-0.2500299868,-0.2440255856
0.2567210727,0.0421136024,0.1170945377,-0.3033869694,-0.0324278156,0.0096525634,-0.0017891446,-0.3662167467,-0.3662167467,-0.3622239103
